,0,1,2,3
202210010411,馬連,1 - 7,3350,13
202210010411,ワイド,1 - 7br5 - 7br1 - 5,"1,330br1,830br2,030",15br22br26
202210010411,馬単,7 → 1,5650,23
202210010411,三連複,1 - 5 - 7,18830,68
202210010411,三連単,7 → 1 → 5,99060,358
202210010412,単勝,15,260,1
202210010412,複勝,15br6br14,130br150br180,1br2br4
202210010412,枠連,4 - 8,470,1
202210010412,馬連,6 - 15,680,1
202210010412,ワイド,6 - 15br14 - 15br6 - 14,290br310br650,1br3br7
202210010412,馬単,15 → 6,1130,1
202210010412,三連複,6 - 14 - 15,1460,2
202210010412,三連単,15 → 6 → 14,4840,3
202105010101,単勝,2,1020,5
202105010101,複勝,2br4br3,270br150br220,5br2br3
202105010101,枠連,1 - 2,1180,5
202105010101,馬連,2 - 4,1920,8
202105010101,ワイド,2 - 4br2 - 3br3 - 4,630br980br530,8br12br6
202105010101,馬単,2 → 4,4140,16
202105010101,三連複,2 - 3 - 4,3650,13
202105010101,三連単,2 → 4 → 3,24570,75
202105010102,単勝,8,1030,6
202105010102,複勝,8br11br3,260br210br150,6br4br1
202105010102,枠連,4 - 6,1620,7
202105010102,馬連,8 - 11,3110,11
202105010102,ワイド,8 - 11br3 - 8br3 - 11,"1,120br680br570",16br5br2
202105010102,馬単,8 → 11,6470,30
202105010102,三連複,3 - 8 - 11,3980,9
202105010102,三連単,8 → 11 → 3,27040,68
202105010103,単勝,7,690,4
202105010103,複勝,7br11br10,190br130br140,4br1br2
202105010103,枠連,4 - 6,720,3
202105010103,馬連,7 - 11,1240,4
202105010103,ワイド,7 - 11br7 - 10br10 - 11,440br520br260,4br7br1
202105010103,馬単,7 → 11,2190,7
202105010103,三連複,7 - 10 - 11,1470,2
202105010103,三連単,7 → 11 → 10,9110,19
202105010104,単勝,9,3200,7
202105010104,複勝,9br11br8,370br110br470,7br1br8
202105010104,枠連,6 - 7,700,5
202105010104,馬連,9 - 11,1300,5
202105010104,ワイド,9 - 11br8 - 9br8 - 11,"620br4,300br950",5br37br7
202105010104,馬単,9 → 11,5290,17
202105010104,三連複,8 - 9 - 11,8860,32
202105010104,三連単,9 → 11 → 8,101930,222
202105010105,単勝,10,170,1
202105010105,複勝,10br1br5,110br160br720,1br2br8
202105010105,枠連,1 - 5,270,1
202105010105,馬連,1 - 10,540,2
202105010105,ワイド,1 - 10br5 - 10br1 - 5,"280br1,610br3,060",1br17br25
202105010105,馬単,10 → 1,720,1
202105010105,三連複,1 - 5 - 10,8050,19
202105010105,三連単,10 → 1 → 5,18030,50
202105010106,単勝,10,270,1
202105010106,複勝,10br16br15,"170br820br1,600",2br9br12
202105010106,枠連,5 - 8,2930,10
202105010106,馬連,10 - 16,5510,17
202105010106,ワイド,10 - 16br10 - 15br15 - 16,"1,430br4,060br16,160",13br36br75
202105010106,馬単,10 → 16,7980,21
202105010106,三連複,10 - 15 - 16,56710,120
202105010106,三連単,10 → 16 → 15,206250,455
202105010107,単勝,8,10400,13
202105010107,複勝,8br4br9,"2,150br130br210",15br1br3
202105010107,枠連,2 - 4,4130,20
202105010107,馬連,4 - 8,17830,48
202105010107,ワイド,4 - 8br8 - 9br4 - 9,"5,080br11,110br450",52br79br2
202105010107,馬単,8 → 4,43380,106
202105010107,三連複,4 - 8 - 9,43960,125
202105010107,三連単,8 → 4 → 9,528370,1129
202105010108,単勝,3,2570,6
202105010108,複勝,3br5br8,430br140br500,6br1br8
202105010108,枠連,2 - 3,2160,9
202105010108,馬連,3 - 5,3210,12
202105010108,ワイド,3 - 5br3 - 8br5 - 8,"1,090br4,480br1,150",12br44br13
202105010108,馬単,3 → 5,9820,29
202105010108,三連複,3 - 5 - 8,14790,48
202105010108,三連単,3 → 5 → 8,129350,377
202105010109,単勝,7,370,1
202105010109,複勝,7br16br9,170br440br750,1br6br12
202105010109,枠連,4 - 8,810,3
202105010109,馬連,7 - 16,2520,6
202105010109,ワイド,7 - 16br7 - 9br9 - 16,"920br1,430br5,560",6br15br59
202105010109,馬単,7 → 16,4200,10
202105010109,三連複,7 - 9 - 16,18230,63
202105010109,三連単,7 → 16 → 9,58270,158
202105010110,単勝,1,220,1
202105010110,複勝,1br9br8,110br130br130,1br2br3
202105010110,枠連,1 - 8,560,2
202105010110,馬連,1 - 9,620,2
202105010110,ワイド,1 - 9br1 - 8br8 - 9,240br200br390,2br1br6
202105010110,馬単,1 → 9,1000,3
202105010110,三連複,1 - 8 - 9,720,1
202105010110,三連単,1 → 9 → 8,2580,2
202105010111,単勝,6,200,1
202105010111,複勝,6br13br7,110br130br370,1br2br6
202105010111,枠連,5 - 8,250,1
202105010111,馬連,6 - 13,450,1
202105010111,ワイド,6 - 13br6 - 7br7 - 13,"200br780br1,040",1br8br11
202105010111,馬単,6 → 13,680,1
202105010111,三連複,6 - 7 - 13,2450,6
202105010111,三連単,6 → 13 → 7,6380,11
202105010112,単勝,11,220,1
202105010112,複勝,11br13br7,130br290br540,1br5br8
202105010112,枠連,6 - 7,820,3
202105010112,馬連,11 - 13,1270,4
202105010112,ワイド,11 - 13br7 - 11br7 - 13,"540br1,170br3,500",4br13br37
202105010112,馬単,11 → 13,1920,6
202105010112,三連複,7 - 11 - 13,9770,34
202105010112,三連単,11 → 13 → 7,31910,100
202107010901,単勝,10,310,1
202107010901,複勝,10br4br14,140br150br530,1br2br7
202107010901,枠連,3 - 6,680,1
202107010901,馬連,4 - 10,860,1
202107010901,ワイド,4 - 10br10 - 14br4 - 14,"390br1,390br1,070",3br16br14
202107010901,馬単,10 → 4,1490,1
202107010901,三連複,4 - 10 - 14,4580,13
202107010901,三連単,10 → 4 → 14,17310,49
202107010902,単勝,4,280,2
202107010902,複勝,4br1br13,160br240br900,2br4br7
202107010902,枠連,1 - 4,1670,5
202107010902,馬連,1 - 4,1560,6
202107010902,ワイド,1 - 4br4 - 13br1 - 13,"640br2,150br5,890",7br20br35
202107010902,馬単,4 → 1,2780,10
202107010902,三連複,1 - 4 - 13,20230,51
202107010902,三連単,4 → 1 → 13,59210,146
202107010903,単勝,4,360,1
202107010903,複勝,4br3br10,170br390br220,2br6br4
202107010903,枠連,2 - 3,2310,11
202107010903,馬連,3 - 4,2870,9
202107010903,ワイド,3 - 4br4 - 10br3 - 10,"1,180br650br2,010",13br7br21
202107010903,馬単,4 → 3,4380,14
202107010903,三連複,3 - 4 - 10,7840,26
202107010903,三連単,4 → 3 → 10,33980,102
202107010904,単勝,3,810,5
202107010904,複勝,3br8br6,210br130br160,5br1br3
202107010904,枠連,3 - 8,950,4
202107010904,馬連,3 - 8,1270,4
202107010904,ワイド,3 - 8br3 - 6br6 - 8,380br630br240,3br8br1
202107010904,馬単,3 → 8,3270,12
202107010904,三連複,3 - 6 - 8,1880,5
202107010904,三連単,3 → 8 → 6,14260,43
202107010905,単勝,8,180,1
202107010905,複勝,8br2br10,110br110br560,1br2br7
202107010905,枠連,2 - 6,220,1
202107010905,馬連,2 - 8,240,1
202107010905,ワイド,2 - 8br8 - 10br2 - 10,"150br1,320br1,670",1br13br16
202107010905,馬単,8 → 2,370,1
202107010905,三連複,2 - 8 - 10,4190,12
202107010905,三連単,8 → 2 → 10,10250,30
202107010906,単勝,5,830,6
202107010906,複勝,5br8br7,280br160br440,5br1br8
202107010906,枠連,5 - 6,1090,4
202107010906,馬連,5 - 8,1610,4
202107010906,ワイド,5 - 8br5 - 7br7 - 8,"610br2,110br1,470",4br34br21
202107010906,馬単,5 → 8,3440,8
202107010906,三連複,5 - 7 - 8,8780,35
202107010906,三連単,5 → 8 → 7,40260,134
202107010907,単勝,1,200,1
202107010907,複勝,1br4br2,110br140br120,1br4br2
202107010907,馬連,1 - 4,710,3
202107010907,ワイド,1 - 4br1 - 2br2 - 4,240br170br300,2br1br6
202107010907,馬単,1 → 4,1150,5
202107010907,三連複,1 - 2 - 4,510,1
202107010907,三連単,1 → 4 → 2,2680,5
202107010908,単勝,10,620,4
202107010908,複勝,10br11br5,250br310br150,4br5br2
202107010908,枠連,8 - 8,5680,15
202107010908,馬連,10 - 11,6460,21
202107010908,ワイド,10 - 11br5 - 10br5 - 11,"1,520br470br760",15br5br8
202107010908,馬単,10 → 11,10190,30
202107010908,三連複,5 - 10 - 11,6100,21
202107010908,三連単,10 → 11 → 5,45960,131
202107010909,単勝,3,620,3
202107010909,複勝,3br5,290br230,3br2
202107010909,馬連,3 - 5,1370,6
202107010909,ワイド,3 - 5br3 - 4br4 - 5,300br180br150,6br2br1
202107010909,馬単,3 → 5,2790,12
202107010909,三連複,3 - 4 - 5,480,1
202107010909,三連単,3 → 5 → 4,6030,24
202107010910,単勝,5,470,3
202107010910,複勝,5br9br4,150br150br120,3br4br1
202107010910,枠連,5 - 8,1260,6
202107010910,馬連,5 - 9,1560,6
202107010910,ワイド,5 - 9br4 - 5br4 - 9,440br260br280,6br3br4
202107010910,馬単,5 → 9,3100,12
202107010910,三連複,4 - 5 - 9,1080,3
202107010910,三連単,5 → 9 → 4,9010,32
202107010911,単勝,16,990,4
202107010911,複勝,16br5br11,340br250br340,5br3br6
202107010911,枠連,3 - 8,1790,8
202107010911,馬連,5 - 16,2480,10
202107010911,ワイド,5 - 16br11 - 16br5 - 11,"830br1,760br1,170",7br21br12
202107010911,馬単,16 → 5,5150,18
202107010911,三連複,5 - 11 - 16,9150,28
202107010911,三連単,16 → 5 → 11,53120,157
202107010912,単勝,13,260,1
202107010912,複勝,13br11br8,120br120br310,1br2br7
202107010912,枠連,6 - 7,280,1
202107010912,馬連,11 - 13,300,1
202107010912,ワイド,11 - 13br8 - 13br8 - 11,160br510br700,1br6br11
202107010912,馬単,13 → 11,630,2
202107010912,三連複,8 - 11 - 13,1340,5
202107010912,三連単,13 → 11 → 8,4810,9
202110010501,単勝,8,1350,8
202110010501,複勝,8br14br10,500br250br920,8br3br11
202110010501,枠連,4 - 7,400,1
202110010501,馬連,8 - 14,7380,30
202110010501,ワイド,8 - 14br8 - 10br10 - 14,"2,350br5,250br4,180",30br57br48
202110010501,馬単,8 → 14,17810,68
202110010501,三連複,8 - 10 - 14,68950,192
202110010501,三連単,8 → 14 → 10,400420,1105
202110010502,単勝,1,1260,4
202110010502,複勝,1br2br6,270br110br770,5br1br7
202110010502,枠連,1 - 2,890,4
202110010502,馬連,1 - 2,940,4
202110010502,ワイド,1 - 2br1 - 6br2 - 6,"390br4,900br1,580",5br31br14
202110010502,馬単,1 → 2,3130,9
202110010502,三連複,1 - 2 - 6,10340,29
202110010502,三連単,1 → 2 → 6,69940,147
202110010503,単勝,5,1820,9
202110010503,複勝,5br11br14,440br190br230,9br1br3
202110010503,枠連,4 - 7,1650,9
202110010503,馬連,5 - 11,4960,23
202110010503,ワイド,5 - 11br5 - 14br11 - 14,"1,290br2,410br830",20br33br3
202110010503,馬単,5 → 11,12700,61
202110010503,三連複,5 - 11 - 14,14230,60
202110010503,三連単,5 → 11 → 14,91140,378
202110010504,単勝,12,430,2
202110010504,複勝,12br9br7,120br110br230,2br1br6
202110010504,枠連,7 - 8,250,1
202110010504,馬連,9 - 12,340,1
202110010504,ワイド,9 - 12br7 - 12br7 - 9,180br960br440,1br13br5
202110010504,馬単,12 → 9,1060,2
202110010504,三連複,7 - 9 - 12,1570,4
202110010504,三連単,12 → 9 → 7,9150,19
202110010505,単勝,1,500,2
202110010505,複勝,1br14br12,"170br150br2,270",2br1br15
202110010505,枠連,1 - 7,580,2
202110010505,馬連,1 - 14,930,1
202110010505,ワイド,1 - 14br1 - 12br12 - 14,"430br9,090br6,970",1br70br59
202110010505,馬単,1 → 14,2070,4
202110010505,三連複,1 - 12 - 14,33020,96
202110010505,三連単,1 → 14 → 12,134060,394
202110010506,単勝,1,250,2
202110010506,複勝,1br4br8,110br120br110,2br3br1
202110010506,枠連,1 - 4,740,3
202110010506,馬連,1 - 4,840,3
202110010506,ワイド,1 - 4br1 - 8br4 - 8,220br130br180,3br1br2
202110010506,馬単,1 → 4,1420,5
202110010506,三連複,1 - 4 - 8,320,1
202110010506,三連単,1 → 4 → 8,2530,8
202110010507,単勝,1,520,3
202110010507,複勝,1br4br6,210br140br180,5br1br3
202110010507,枠連,1 - 4,960,5
202110010507,馬連,1 - 4,940,2
202110010507,ワイド,1 - 4br1 - 6br4 - 6,410br680br540,3br7br5
202110010507,馬単,1 → 4,1970,6
202110010507,三連複,1 - 4 - 6,2320,4
202110010507,三連単,1 → 4 → 6,11170,17
202110010508,単勝,9,200,1
202110010508,複勝,9br7br6,"110br160br1,450",1br2br13
202110010508,枠連,5 - 6,410,1
202110010508,馬連,7 - 9,440,1
202110010508,ワイド,7 - 9br6 - 9br6 - 7,"210br3,120br5,550",1br28br44
202110010508,馬単,9 → 7,620,1
202110010508,三連複,6 - 7 - 9,10120,32
202110010508,三連単,9 → 7 → 6,22310,64
202110010509,単勝,11,200,1
202110010509,複勝,11br2br5,120br140br250,1br2br5
202110010509,枠連,2 - 7,430,1
202110010509,馬連,2 - 11,430,1
202110010509,ワイド,2 - 11br5 - 11br2 - 5,210br610br750,1br5br8
202110010509,馬単,11 → 2,720,1
202110010509,三連複,2 - 5 - 11,1980,3
202110010509,三連単,11 → 2 → 5,5360,6
202110010510,単勝,4,1790,7
202110010510,複勝,4br10br1,410br170br400,7br2br6
202110010510,枠連,2 - 5,1630,6
202110010510,馬連,4 - 10,3400,11
202110010510,ワイド,4 - 10br1 - 4br1 - 10,"980br2,630br950",10br28br9
202110010510,馬単,4 → 10,8720,30
202110010510,三連複,1 - 4 - 10,14400,49
202110010510,三連単,4 → 10 → 1,109230,323
202110010511,単勝,10,370,1
202110010511,複勝,10br2br5,180br260br300,1br4br5
202110010511,枠連,1 - 5,1640,5
202110010511,馬連,2 - 10,2070,3
202110010511,ワイド,2 - 10br5 - 10br2 - 5,"890br1,020br1,570",3br5br16
202110010511,馬単,10 → 2,3720,5
202110010511,三連複,2 - 5 - 10,6810,8
202110010511,三連単,10 → 2 → 5,23680,13
202110010512,単勝,2,870,6
202110010512,複勝,2br8br13,290br210br190,7br3br1
202110010512,枠連,2 - 5,1770,6
202110010512,馬連,2 - 8,3630,20
202110010512,ワイド,2 - 8br2 - 13br8 - 13,"1,310br1,050br750",20br10br2
202110010512,馬単,2 → 8,7160,30
202110010512,三連複,2 - 8 - 13,6340,13
202110010512,三連単,2 → 8 → 13,46590,152
202105010201,単勝,11,340,2
202105010201,複勝,11br12br4,120br130br110,2br3br1
202105010201,枠連,6 - 6,1310,6
202105010201,馬連,11 - 12,1190,4
202105010201,ワイド,11 - 12br4 - 11br4 - 12,380br210br230,3br1br2
202105010201,馬単,11 → 12,1840,6
202105010201,三連複,4 - 11 - 12,690,1
202105010201,三連単,11 → 12 → 4,4740,7
202105010202,単勝,14,580,3
202105010202,複勝,14br13br16,250br710br460,5br8br6
202105010202,枠連,7 - 7,6590,19
202105010202,馬連,13 - 14,6760,19
202105010202,ワイド,13 - 14br14 - 16br13 - 16,"2,010br1,470br5,780",20br15br46
202105010202,馬単,14 → 13,10110,29
202105010202,三連複,13 - 14 - 16,36120,89
202105010202,三連単,14 → 13 → 16,157150,417
202105010203,単勝,10,470,2
202105010203,複勝,10br12br16,170br350br140,2br8br1
202105010203,枠連,5 - 6,2310,9
202105010203,馬連,10 - 12,3700,14
202105010203,ワイド,10 - 12br10 - 16br12 - 16,"1,000br350br1,000",13br1br12
202105010203,馬単,10 → 12,6180,24
202105010203,三連複,10 - 12 - 16,3710,8
202105010203,三連単,10 → 12 → 16,29310,97
202105010204,単勝,13,440,2
202105010204,複勝,13br10br2,140br120br380,2br1br6
202105010204,枠連,5 - 7,500,2
202105010204,馬連,10 - 13,440,1
202105010204,ワイド,10 - 13br2 - 13br2 - 10,280br840br860,1br8br9
202105010204,馬単,13 → 10,1280,3
202105010204,三連複,2 - 10 - 13,2370,3
202105010204,三連単,13 → 10 → 2,13140,30
202105010205,単勝,16,670,3
202105010205,複勝,16br14br3,240br480br160,4br6br2
202105010205,枠連,7 - 8,7340,19
202105010205,馬連,14 - 16,9160,25
202105010205,ワイド,14 - 16br3 - 16br3 - 14,"2,320br490br1,100",25br4br12
202105010205,馬単,16 → 14,16030,40
202105010205,三連複,3 - 14 - 16,8280,29
202105010205,三連単,16 → 14 → 3,76330,211
202105010206,単勝,16,290,2
202105010206,複勝,16br12br9,130br110br310,2br1br5
202105010206,枠連,6 - 8,310,1
202105010206,馬連,12 - 16,310,1
202105010206,ワイド,12 - 16br9 - 16br9 - 12,180br980br620,1br10br5
202105010206,馬単,16 → 12,630,2
202105010206,三連複,9 - 12 - 16,2390,4
202105010206,三連単,16 → 12 → 9,7300,13
202105010207,単勝,4,180,1
202105010207,複勝,4br8br2,110br230br290,1br4br5
202105010207,馬連,4 - 8,560,2
202105010207,ワイド,4 - 8br2 - 4br2 - 8,270br430br900,3br7br11
202105010207,馬単,4 → 8,920,3
202105010207,三連複,2 - 4 - 8,2550,8
202105010207,三連単,4 → 8 → 2,8020,30
202105010208,単勝,13,590,3
202105010208,複勝,13br15br2,230br320br300,4br6br5
202105010208,枠連,7 - 8,2330,13
202105010208,馬連,13 - 15,3310,13
202105010208,ワイド,13 - 15br2 - 13br2 - 15,"930br1,320br1,750",9br15br21
202105010208,馬単,13 → 15,6070,23
202105010208,三連複,2 - 13 - 15,13080,44
202105010208,三連単,13 → 15 → 2,66110,225
202105010209,単勝,3,200,1
202105010209,複勝,3br8br7,110br110br120,1br2br3
202105010209,馬連,3 - 8,220,1
202105010209,ワイド,3 - 8br3 - 7br7 - 8,130br210br200,1br3br2
202105010209,馬単,3 → 8,390,1
202105010209,三連複,3 - 7 - 8,330,1
202105010209,三連単,3 → 8 → 7,970,1
202105010210,単勝,11,310,2
202105010210,複勝,11br1br6,"140br130br1,460",2br1br11
202105010210,枠連,1 - 8,470,1
202105010210,馬連,1 - 11,470,1
202105010210,ワイド,1 - 11br6 - 11br1 - 6,"240br7,520br4,350",1br47br36
202105010210,馬単,11 → 1,860,1
202105010210,三連複,1 - 6 - 11,22110,60
202105010210,三連単,11 → 1 → 6,66110,212
202105010211,単勝,3,250,1
202105010211,複勝,3br1br6,130br600br190,1br10br2
202105010211,枠連,1 - 2,2490,12
202105010211,馬連,1 - 3,5370,19
202105010211,ワイド,1 - 3br3 - 6br1 - 6,"1,540br360br2,530",17br1br31
202105010211,馬単,3 → 1,7030,26
202105010211,三連複,1 - 3 - 6,8110,23
202105010211,三連単,3 → 1 → 6,44160,121
202105010212,単勝,5,180,1
202105010212,複勝,5br8br2,110br190br220,1br4br5
202105010212,枠連,5 - 8,830,4
202105010212,馬連,5 - 8,990,4
202105010212,ワイド,5 - 8br2 - 5br2 - 8,340br400br770,4br6br12
202105010212,馬単,5 → 8,1330,5
202105010212,三連複,2 - 5 - 8,2410,9
202105010212,三連単,5 → 8 → 2,6180,20
202107011001,単勝,7,470,3
202107011001,複勝,7br10br9,170br170br250,4br3br5
202107011001,枠連,7 - 8,390,2
202107011001,馬連,7 - 10,1700,9
202107011001,ワイド,7 - 10br7 - 9br9 - 10,530br810br950,6br10br15
202107011001,馬単,7 → 10,2880,13
202107011001,三連複,7 - 9 - 10,4070,16
202107011001,三連単,7 → 10 → 9,25970,102
202107011002,単勝,13,240,2
202107011002,複勝,13br5br6,110br110br140,1br2br3
202107011002,枠連,4 - 8,210,1
202107011002,馬連,5 - 13,250,1
202107011002,ワイド,5 - 13br6 - 13br5 - 6,140br260br240,1br3br2
202107011002,馬単,13 → 5,530,2
202107011002,三連複,5 - 6 - 13,440,1
202107011002,三連単,13 → 5 → 6,1680,2
202107011003,単勝,7,170,1
202107011003,複勝,7br9br5,110br200br110,1br4br2
202107011003,枠連,5 - 6,1090,3
202107011003,馬連,7 - 9,2350,6
202107011003,ワイド,7 - 9br5 - 7br5 - 9,430br130br430,6br1br7
202107011003,馬単,7 → 9,2680,6
202107011003,三連複,5 - 7 - 9,740,3
202107011003,三連単,7 → 9 → 5,5380,17
202107011004,単勝,10,360,2
202107011004,複勝,10br8br7,140br270br160,2br5br3
202107011004,枠連,7 - 8,550,3
202107011004,馬連,8 - 10,2000,7
202107011004,ワイド,8 - 10br7 - 10br7 - 8,600br350br750,6br3br10
202107011004,馬単,10 → 8,3800,11
202107011004,三連複,7 - 8 - 10,2110,7
202107011004,三連単,10 → 8 → 7,13170,40
202107011005,単勝,9,400,2
202107011005,複勝,9br3br8,140br160br120,2br4br1
202107011005,枠連,2 - 5,710,3
202107011005,馬連,3 - 9,1150,4
202107011005,ワイド,3 - 9br8 - 9br3 - 8,470br250br330,5br1br3
202107011005,馬単,9 → 3,2160,7
202107011005,三連複,3 - 8 - 9,900,1
202107011005,三連単,9 → 3 → 8,7160,13
202107011006,単勝,12,270,1
202107011006,複勝,12br13br1,130br170br150,2br4br3
202107011006,枠連,7 - 8,990,4
202107011006,馬連,12 - 13,1130,4
202107011006,ワイド,12 - 13br1 - 12br1 - 13,400br250br580,4br2br7
202107011006,馬単,12 → 13,1710,7
202107011006,三連複,1 - 12 - 13,1400,3
202107011006,三連単,12 → 13 → 1,6380,14
202107011007,単勝,14,530,2
202107011007,複勝,14br1br15,200br410br210,2br7br4
202107011007,枠連,1 - 7,1450,6
202107011007,馬連,1 - 14,4300,17
202107011007,ワイド,1 - 14br14 - 15br1 - 15,"1,500br810br1,430",18br7br16
202107011007,馬単,14 → 1,7580,28
202107011007,三連複,1 - 14 - 15,8680,26
202107011007,三連単,14 → 1 → 15,51990,147
202107011008,単勝,7,4760,9
202107011008,複勝,7br4br8,540br230br110,9br5br1
202107011008,枠連,4 - 7,630,3
202107011008,馬連,4 - 7,14650,30
202107011008,ワイド,4 - 7br7 - 8br4 - 8,"2,500br720br290",26br8br2
202107011008,馬単,7 → 4,44040,67
202107011008,三連複,4 - 7 - 8,4410,19
202107011008,三連単,7 → 4 → 8,107280,229
202107011009,単勝,8,170,1
202107011009,複勝,8br6br5,110br370br150,1br7br3
202107011009,枠連,6 - 7,560,3
202107011009,馬連,6 - 8,2180,8
202107011009,ワイド,6 - 8br5 - 8br5 - 6,"810br220br1,600",10br2br17
202107011009,馬単,8 → 6,2950,9
202107011009,三連複,5 - 6 - 8,3100,11
202107011009,三連単,8 → 6 → 5,12790,41
202107011010,単勝,3,190,1
202107011010,複勝,3br5br6,140br410br420,1br6br7
202107011010,枠連,2 - 3,1160,4
202107011010,馬連,3 - 5,1740,6
202107011010,ワイド,3 - 5br3 - 6br5 - 6,"780br770br3,010",7br6br31
202107011010,馬単,3 → 5,2970,10
202107011010,三連複,3 - 5 - 6,8360,24
202107011010,三連単,3 → 5 → 6,28160,77
202107011011,単勝,13,660,4
202107011011,複勝,13br2br12,220br220br190,4br3br2
202107011011,枠連,1 - 7,820,3
202107011011,馬連,2 - 13,2320,6
202107011011,ワイド,2 - 13br12 - 13br2 - 12,870br700br740,5br2br3
202107011011,馬単,13 → 2,4600,12
202107011011,三連複,2 - 12 - 13,4080,3
202107011011,三連単,13 → 2 → 12,25250,30
202107011012,単勝,4,1160,5
202107011012,複勝,4br9br6,250br170br190,5br2br3
202107011012,枠連,2 - 5,1440,6
202107011012,馬連,4 - 9,1980,8
202107011012,ワイド,4 - 9br4 - 6br6 - 9,580br900br440,6br11br3
202107011012,馬単,4 → 9,4800,19
202107011012,三連複,4 - 6 - 9,3510,10
202107011012,三連単,4 → 9 → 6,29230,91
202110010601,単勝,5,170,1
202110010601,複勝,5br2br12,110br220br210,1br5br4
202110010601,枠連,2 - 4,930,4
202110010601,馬連,2 - 5,830,3
202110010601,ワイド,2 - 5br5 - 12br2 - 12,"380br400br1,280",3br4br13
202110010601,馬単,5 → 2,1120,4
202110010601,三連複,2 - 5 - 12,2230,7
202110010601,三連単,5 → 2 → 12,6830,19
202110010602,単勝,3,1580,8
202110010602,複勝,3br15br12,"680br250br4,470",8br4br16
202110010602,枠連,2 - 7,870,2
202110010602,馬連,3 - 15,7650,28
202110010602,ワイド,3 - 15br3 - 12br12 - 15,"2,060br27,300br18,050",24br111br94
202110010602,馬単,3 → 15,15020,57
202110010602,三連複,3 - 12 - 15,296210,399
202110010602,三連単,3 → 15 → 12,1570980,2193
202110010603,単勝,11,360,2
202110010603,複勝,11br7br1,"190br1,330br340",2br11br6
202110010603,枠連,5 - 7,1610,8
202110010603,馬連,7 - 11,13300,33
202110010603,ワイド,7 - 11br1 - 11br1 - 7,"3,170br930br9,820",32br11br58
202110010603,馬単,11 → 7,16920,54
202110010603,三連複,1 - 7 - 11,41530,104
202110010603,三連単,11 → 7 → 1,210410,529
202110010604,単勝,3,1660,7
202110010604,複勝,3br10br11,360br210br180,7br3br2
202110010604,枠連,3 - 7,1150,4
202110010604,馬連,3 - 10,3040,13
202110010604,ワイド,3 - 10br3 - 11br10 - 11,"1,300br1,090br640",18br15br6
202110010604,馬単,3 → 10,7090,29
202110010604,三連複,3 - 10 - 11,5440,17
202110010604,三連単,3 → 10 → 11,39790,125
202110010605,単勝,8,360,1
202110010605,複勝,8br1br4,170br190br380,1br2br7
202110010605,枠連,1 - 4,650,2
202110010605,馬連,1 - 8,1050,1
202110010605,ワイド,1 - 8br4 - 8br1 - 4,"500br2,210br2,150",1br23br22
202110010605,馬単,8 → 1,1830,1
202110010605,三連複,1 - 4 - 8,8750,22
202110010605,三連単,8 → 1 → 4,29010,64
202110010606,単勝,6,880,5
202110010606,複勝,6br8br13,200br120br130,5br1br2
202110010606,枠連,3 - 4,620,2
202110010606,馬連,6 - 8,1280,5
202110010606,ワイド,6 - 8br6 - 13br8 - 13,400br550br240,3br7br1
202110010606,馬単,6 → 8,2680,11
202110010606,三連複,6 - 8 - 13,1660,3
202110010606,三連単,6 → 8 → 13,11240,24
202110010607,単勝,11,330,1
202110010607,複勝,11br10br6,160br230br480,1br4br9
202110010607,枠連,6 - 7,730,1
202110010607,馬連,10 - 11,950,1
202110010607,ワイド,10 - 11br6 - 11br6 - 10,"490br1,220br1,830",3br16br25
202110010607,馬単,11 → 10,1700,2
202110010607,三連複,6 - 10 - 11,6360,22
202110010607,三連単,11 → 10 → 6,22170,49
202110010608,単勝,5,250,1
202110010608,複勝,5br6br9,120br120br130,1br2br4
202110010608,枠連,5 - 6,430,2
202110010608,馬連,5 - 6,440,1
202110010608,ワイド,5 - 6br5 - 9br6 - 9,180br240br300,1br2br5
202110010608,馬単,5 → 6,870,1
202110010608,三連複,5 - 6 - 9,750,2
202110010608,三連単,5 → 6 → 9,2650,2
202110010609,単勝,6,300,1
202110010609,複勝,6br2br4,140br160br210,1br2br4
202110010609,枠連,2 - 5,620,2
202110010609,馬連,2 - 6,750,1
202110010609,ワイド,2 - 6br4 - 6br2 - 4,310br460br610,1br4br7
202110010609,馬単,6 → 2,1280,1
202110010609,三連複,2 - 4 - 6,1600,2
202110010609,三連単,6 → 2 → 4,6910,5
202110010610,単勝,1,3130,5
202110010610,複勝,1br3br4,800br260br320,5br2br3
202110010610,枠連,1 - 3,4560,11
202110010610,馬連,1 - 3,4520,13
202110010610,ワイド,1 - 3br1 - 4br3 - 4,"950br1,880br450",12br18br4
202110010610,馬単,1 → 3,13690,29
202110010610,三連複,1 - 3 - 4,7050,24
202110010610,三連単,1 → 3 → 4,82380,191
202110010611,単勝,14,4050,8
202110010611,複勝,14br9br16,950br720br460,9br8br5
202110010611,枠連,5 - 7,2840,10
202110010611,馬連,9 - 14,53060,75
202110010611,ワイド,9 - 14br14 - 16br9 - 16,"10,550br6,400br3,690",73br53br35
202110010611,馬単,14 → 9,118330,148
202110010611,三連複,9 - 14 - 16,114290,215
202110010611,三連単,14 → 9 → 16,504040,931
202110010612,単勝,11,1420,9
202110010612,複勝,11br13br14,370br720br280,7br10br4
202110010612,枠連,6 - 7,3990,21
202110010612,馬連,11 - 13,11640,45
